#cluster 1
6.931971e-05,2.280898e-06,-1.784141e-06
2.545543e-06,-8.178870e-06,-6.689360e-05
3.239601e-06,-7.717792e-05,1.650782e-05
#cluster 2
-7.033042e-05,1.228048e-06,-8.777862e-07
-3.792115e-06,-1.183214e-05,-6.582754e-05
-2.035724e-06,-6.681623e-05,1.507158e-05
#cluster 3
-6.994532e-05,-3.133043e-06,-1.524791e-06
-4.867825e-06,1.327051e-05,-6.642862e-05
-1.489208e-06,6.810366e-05,1.430509e-05
#cluster 4
7.109242e-05,-1.403789e-06,-4.916504e-07
5.535473e-06,1.245848e-05,6.619422e-05
1.514296e-06,6.809750e-05,-1.433927e-05
#cluster 5
-6.975625e-05,-1.099918e-06,7.548406e-07
-5.976776e-06,1.049402e-05,6.642589e-05
-2.920835e-06,6.918405e-05,-1.379752e-05
#cluster 6
-6.986844e-05,6.158665e-07,5.209423e-07
-4.180235e-06,-9.200068e-06,6.617970e-05
-2.799661e-06,-6.865882e-05,-1.546462e-05
#cluster 7
-6.954115e-05,-1.825965e-06,-7.506254e-07
-4.093920e-06,7.469317e-06,-6.845870e-05
-4.104451e-06,6.881023e-05,2.115268e-05
#cluster 8
-6.981198e-05,1.703176e-06,-6.477696e-07
-7.325473e-06,-8.707596e-06,-6.779221e-05
-2.243123e-06,-6.529238e-05,1.487616e-05
#cluster 9
6.962836e-05,2.790980e-06,1.272197e-06
3.339564e-06,-1.158637e-05,6.699374e-05
3.863279e-06,-6.546127e-05,-1.685915e-05
#cluster 10
-6.787340e-05,-9.372418e-07,3.386524e-06
4.535572e-06,4.920207e-05,4.667388e-05
-7.439067e-07,-4.603437e-05,4.821460e-05
#cluster 11
-7.078151e-05,5.657038e-07,-2.882804e-06
3.970911e-06,-5.233124e-05,-4.467293e-05
-6.637705e-07,4.551207e-05,-4.759615e-05
#cluster 12 
6.950274e-05,8.756956e-07,2.245998e-07
-2.352052e-06,5.188650e-05,4.673847e-05
2.433470e-06,-4.575120e-05,4.787597e-05
#cluster 13
7.052922e-05,-3.024421e-06,9.772170e-07
-3.573537e-06,-5.042790e-05,-4.618671e-05
-1.681535e-06,4.560177e-05,-4.895451e-05
#cluster 14
7.031290e-05,-2.033676e-06,-1.094625e-06
-5.021137e-06,-4.950097e-05,-4.741425e-05
-7.261562e-07,4.792218e-05,-5.012283e-05
#cluster 15
6.995045e-05,-1.446403e-06,6.391197e-07
-4.060683e-06,-4.918977e-05,4.474813e-05
-5.562666e-07,4.617371e-05,4.805713e-05
#cluster 16
-6.992290e-05,-6.204385e-07,-3.306483e-06
6.725334e-06,-4.984008e-05,-4.492627e-05
3.201034e-06,4.583280e-05,-4.851451e-05
#cluster 17
-7.051448e-05,-6.208052e-07,8.706897e-07
3.777682e-06,-5.139477e-05,4.317005e-05
-1.408425e-06,4.534024e-05,4.943133e-05
#cluster 18
6.975948e-05,-2.463094e-07,-1.945683e-06
-5.381909e-06,5.646957e-05,-4.990794e-05
-1.280065e-06,-4.409998e-05,-5.012522e-05
